STAFF,Employee No,Profit Center,Employee Name,Employee Position,Employee Location,People Group,Employee Category,Supervisor name,Join Date,Current Status,Termination Date,Apr Utilization%,May Utilization%,Jun Utilization%,Jul Utilization%,Aug Utilization%,Sep Utilization%,Oct Utilization%,Nov Utilization%,Dec Utilization%,Jan Utilization%,Feb Utilization%,Mar Utilization%,Total Hours,Total Available Hours,Total Work Hours,Total Leave Hours,Total Training Hours,Total BD Hours,Total NC Hours,Total Utilization%
Staff 16-17,563,PC - 3,Alberta Nessi,Level 7,Location 5,Client Service Staff,Confirmed Staff,Deloris Gabriella,2016-04-30,Active,,42.11%,85.00%,0.00%,0.00%,64.07%,86.62%,85.00%,95.45%,119.85%,33.73%,55.30%,86.96%,2080.00,1850.50,1152.00,196.00,33.50,0.00,771.50,62.25%
Staff 16-17,564,PC - 3,Clarice Lela,Level 8,Location 5,Client Service Staff,Confirmed Staff,Deloris Gabriella,2016-04-30,Active,,47.37%,80.00%,0.00%,31.25%,79.43%,85.53%,50.00%,104.83%,97.79%,87.50%,62.50%,32.14%,2080.00,1927.00,1208.50,144.00,9.00,0.00,734.50,62.71%
Staff 16-17,565,PC - 2,Minne Tilda,Level 7,Location 7,Client Service Staff,Confirmed Staff,Nancee Deirdre,2016-04-30,Active,,125.00%,118.42%,90.75%,95.74%,79.47%,33.33%,187.80%,62.54%,141.67%,100.00%,100.00%,100.00%,2080.00,1836.50,1856.00,128.00,115.50,0.00,142.50,101.06%
Staff 16-17,566,PC - 6,Katinka Roxy,Level 8,Location 1,Client Service Staff,Confirmed Staff,Tiena Hatti,2016-04-30,Active,,125.00%,100.00%,100.00%,97.75%,100.00%,100.00%,95.24%,86.67%,113.64%,100.00%,100.00%,100.00%,2040.00,1867.50,1880.00,96.00,76.50,0.00,11.50,100.67%
Staff 16-17,567,PC - 3,Lyn Pansy,Level 6,Location 1,Client Service Staff,Confirmed Staff,Kalindi Toma,2016-04-30,Active,,0.00%,0.00%,18.18%,114.29%,29.76%,36.84%,94.74%,0.00%,162.36%,42.86%,10.00%,13.95%,2040.00,1859.50,774.00,144.00,36.50,0.00,1145.50,41.62%
Staff 16-17,568,PC - 1,Jeanelle Agace,Level 7,Location 3,Client Service Staff,Confirmed Staff,Gisella Nickie,2016-04-30,Active,,0.00%,60.87%,131.55%,112.66%,51.28%,112.82%,100.00%,30.63%,27.27%,66.25%,53.33%,67.47%,2040.00,1789.44,1255.50,160.00,90.56,0.00,671.94,70.16%
Staff 16-17,569,PC - 1,Tiphany Idelle,Level 7,Location 3,Client Service Staff,Confirmed Staff,Sybil Georgianna,2016-04-30,Active,,35.71%,82.61%,100.00%,111.76%,5.00%,0.00%,195.00%,44.44%,0.00%,69.05%,146.25%,97.28%,2040.00,1790.00,1415.00,136.00,114.00,0.00,406.00,79.05%
Staff 16-17,570,PC - 2,Bobette Portia,Level 7,Location 7,Client Service Staff,Confirmed Staff,Sile Lorrie,2016-04-30,Active,,0.00%,168.42%,81.82%,70.00%,100.00%,82.24%,92.50%,95.00%,111.76%,94.74%,100.00%,100.00%,2040.00,1780.00,1665.00,192.00,68.00,39.00,115.00,93.54%
Staff 16-17,571,PC - 1,Wileen Dyanna,Level 7,Location 3,Client Service Staff,Confirmed Staff,Jillana Vivi,2016-04-30,Active,,0.00%,138.10%,94.12%,89.58%,66.67%,69.62%,41.67%,0.00%,285.71%,168.42%,98.61%,76.47%,2040.00,1646.00,1571.00,256.00,138.00,0.00,436.00,95.44%
Staff 16-17,572,PC - 2,Terrie Rosemaria,Level 7,Location 7,Client Service Staff,Confirmed Staff,Jillian Lorelei,2016-04-30,Active,,0.00%,172.97%,77.27%,100.00%,64.00%,115.00%,120.00%,42.11%,170.59%,100.00%,40.00%,101.20%,2040.00,1831.00,1720.00,120.00,89.00,52.00,126.00,93.94%
Staff 16-17,573,PC - 2,Esma Peggi,Level 7,Location 7,Client Service Staff,Confirmed Staff,Myrtie Brana,2016-04-30,Active,,0.00%,67.07%,40.91%,219.11%,82.14%,25.32%,156.41%,44.44%,217.65%,100.00%,15.00%,163.16%,2040.00,1818.00,1734.00,172.00,50.00,4.00,438.00,95.38%
Staff 16-17,574,PC - 5,Tabitha Heidie,Level 7,Location 7,Client Service Staff,Confirmed Staff,Rosabella Arlina,2016-04-30,Active,,0.00%,0.57%,0.00%,0.00%,1.97%,70.00%,102.70%,114.29%,116.67%,109.52%,100.00%,101.20%,2040.00,1752.00,1064.00,188.00,100.00,40.00,782.00,60.73%
Staff 16-17,575,PC - 6,Annette Talya,Level 8,Location 7,Client Service Staff,Serving Notice Period,Frances Mignonne,2016-04-30,Resigned,2017-03-31,63.64%,95.45%,109.70%,60.00%,122.50%,129.27%,94.74%,82.35%,117.65%,90.48%,110.00%,71.43%,1912.00,1721.00,1693.00,140.00,51.00,0.00,126.00,98.37%
Staff 16-17,576,PC - 6,Perri Lani,Level 7,Location 7,Client Service Staff,Confirmed Staff,Pamelina Shalna,2016-04-30,Active,,63.64%,39.20%,153.98%,102.50%,45.00%,123.08%,95.00%,86.67%,117.65%,90.91%,110.53%,70.59%,2040.00,1796.00,1664.00,196.00,48.00,0.00,188.00,92.65%
Staff 16-17,577,PC - 2,Eddi Sheree,Level 7,Location 7,Client Service Staff,Confirmed Staff,Trenna Mureil,2016-04-30,Active,,0.00%,157.89%,61.18%,75.00%,36.84%,64.78%,71.43%,81.82%,112.50%,115.91%,110.00%,100.00%,2040.00,1841.00,1543.00,128.00,71.00,0.00,387.50,83.81%
Staff 16-17,578,PC - 2,Violetta Ronnica,Level 7,Location 7,Client Service Staff,Confirmed Staff,Tallulah Kassia,2016-04-30,Active,,101.05%,112.50%,100.00%,66.24%,88.89%,57.14%,82.50%,116.92%,87.50%,90.48%,90.14%,59.08%,2040.00,1767.50,1536.00,144.00,128.50,9.00,324.00,86.90%
Staff 16-17,579,PC - 1,Ernestine Anica,Level 7,Location 3,Client Service Staff,Confirmed Staff,Gisella Nickie,2016-04-30,Active,,64.29%,90.63%,95.09%,105.56%,100.00%,80.00%,133.33%,89.47%,64.17%,4.85%,28.57%,70.83%,2040.00,1711.00,1294.00,256.00,73.00,0.00,434.00,75.63%
Staff 16-17,580,PC - 2,Ranice Gilberte,Level 7,Location 7,Client Service Staff,Confirmed Staff,Jillian Lorelei,2016-04-30,Active,,0.00%,114.29%,72.73%,166.67%,105.03%,105.26%,95.00%,63.16%,0.00%,121.85%,95.77%,129.55%,2040.00,1832.00,1723.00,144.00,64.00,8.00,189.00,94.05%
Staff 16-17,581,PC - 2,Valencia Veronica,Level 8,Location 7,Client Service Staff,Serving Notice Period,Myrtie Brana,2016-04-30,Resigned,2016-06-30,66.67%,14.20%,0.00%,0,0,0,0,0,0,0,0,0,400.00,376.00,89.00,0.00,24.00,0.00,316.00,23.67%
Staff 16-17,582,PC - 2,Demeter Aryn,Level 7,Location 7,Client Service Staff,Confirmed Staff,Sile Lorrie,2016-04-30,Active,,86.27%,91.14%,75.57%,122.22%,7.50%,0.00%,200.00%,0.00%,0.00%,159.09%,34.03%,175.00%,2040.00,1708.00,1482.00,264.00,68.00,0.00,343.00,86.77%
Staff 16-17,583,PC - 1,Deva Anita,Level 7,Location 3,Client Service Staff,Confirmed Staff,Gisella Nickie,2016-04-30,Active,,53.57%,56.13%,57.47%,181.58%,-27.78%,51.28%,50.00%,19.44%,128.13%,4.17%,85.00%,100.00%,2040.00,1765.00,1072.00,208.00,67.00,0.00,763.00,60.74%
Staff 16-17,584,PC - 1,Darline Gerhardine,Level 7,Location 3,Client Service Staff,Confirmed Staff,Sybil Georgianna,2016-04-30,Active,,100.00%,100.00%,80.00%,64.00%,110.69%,94.61%,50.00%,0.00%,406.25%,67.50%,35.82%,127.27%,2040.00,1671.50,1313.50,264.00,104.50,0.00,377.00,78.58%
Staff 16-17,585,PC - 2,Morganica Nanny,Level 7,Location 7,Client Service Staff,Confirmed Staff,Dorotea Inger,2016-04-30,Active,,0,0,0,0,0,0,0,0,0.00%,88.10%,44.30%,113.89%,696.00,606.00,382.00,88.00,2.00,0.00,240.00,63.04%
Staff 16-17,586,PC - 2,Madonna Constantina,Level 7,Location 7,Client Service Staff,Confirmed Staff,Dorotea Inger,2016-04-30,Active,,0.00%,81.25%,145.00%,58.13%,59.06%,34.46%,46.15%,90.00%,117.86%,90.91%,91.14%,118.18%,2040.00,1797.00,1441.00,148.00,95.00,0.00,438.00,80.19%
Staff 16-17,587,PC - 2,Gretta Sarina,Level 7,Location 9,Client Service Staff,Confirmed Staff,Orelee Hanna,2016-04-30,Active,,0.00%,77.38%,97.14%,26.32%,115.34%,102.44%,109.52%,168.35%,21.33%,125.30%,100.00%,102.33%,2040.00,1669.00,1663.00,220.00,151.00,0.00,474.00,99.64%
Staff 16-17,588,PC - 1,Nonie Jasmina,Level 6,Location 3,Client Service Staff,Confirmed Staff,Audi Stephana,2016-04-30,Active,,0.00%,42.86%,86.36%,0.00%,238.10%,115.00%,95.24%,91.17%,-13.33%,208.96%,100.00%,54.35%,2000.00,1805.50,1644.00,120.00,74.50,0.00,620.50,91.06%
Staff 16-17,589,PC - 1,Rebe Melicent,Level 7,Location 3,Client Service Staff,Confirmed Staff,Blondy Tatiania,2016-04-30,Active,,0.00%,54.55%,69.05%,105.88%,18.92%,81.43%,58.82%,88.89%,120.59%,75.00%,100.00%,97.44%,2000.00,1689.50,1265.50,248.00,62.50,0.00,460.00,74.90%
Staff 16-17,590,PC - 3,Karin Alica,Level 7,Location 4,Client Service Staff,Confirmed Staff,Hedi Elna,2016-04-30,Active,,100.00%,100.00%,100.00%,97.86%,45.71%,78.57%,78.95%,16.67%,0.00%,0.00%,0.00%,0.00%,2000.00,1788.50,834.00,168.00,43.50,0.00,963.50,46.63%
Staff 16-17,591,PC - 6,Morgana Blondie,Level 6,Location 2,Client Service Staff,Confirmed Staff,Tallia Eyde,2016-04-30,Active,,0.00%,0.00%,0.00%,92.86%,171.20%,168.18%,95.24%,107.50%,41.96%,72.61%,0.00%,92.66%,2000.00,1714.00,1443.50,140.00,146.00,219.50,367.00,84.22%
Staff 16-17,592,PC - 2,Querida Dulcine,Level 8,Location 7,Client Service Staff,Confirmed Staff,Grata Rochella,2016-04-30,Active,,69.57%,42.76%,107.80%,30.77%,71.11%,16.22%,92.50%,92.79%,182.14%,95.00%,127.78%,100.00%,2000.00,1668.00,1404.00,204.00,128.00,5.50,388.50,84.17%
Staff 16-17,593,PC - 2,Dorotea Inger,Level 3,Location 7,Client Service Staff,Confirmed Staff,Daryl Natalina,2016-04-30,Active,,0.00%,0.00%,0.00%,0.00%,0.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.70%,1960.00,1666.50,3.50,228.00,65.50,1037.00,664.00,0.21%
Staff 16-17,594,PC - 2,Micky Barb,Level 7,Location 7,Client Service Staff,Serving Notice Period,Myrtie Brana,2016-04-30,Resigned,2016-10-31,0.00%,147.37%,90.00%,68.13%,103.13%,98.30%,-40.00%,0.00%,0,0,0,0,1120.00,984.00,701.00,80.00,56.00,0.00,374.00,71.24%
Staff 16-17,595,PC - 1,Bea Vale,Level 7,Location 3,Client Service Staff,Confirmed Staff,Jillana Vivi,2016-05-31,Active,,0,0.00%,0.00%,47.62%,48.78%,136.39%,118.06%,162.08%,117.65%,65.48%,0.00%,20.34%,1920.00,1649.00,1050.00,184.00,87.00,0.00,1019.00,63.67%
Staff 16-17,596,PC - 3,Vanna Jill,Level 6,Location 1,Client Service Staff,Staff on Probation,Hedi Elna,2016-05-31,Resigned,2016-05-31,0,0.00%,0,0,0,0,0,0,0,0,0,0,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00%
Staff 16-17,597,PC - 3,Anny Kate,Level 8,Location 1,Client Service Staff,Serving Notice Period,Hedi Elna,2016-05-31,Resigned,2017-03-31,0,0.00%,109.09%,60.76%,0.00%,47.62%,94.74%,-20.00%,120.45%,104.55%,217.50%,108.33%,1880.00,1798.00,1380.00,56.00,26.00,0.00,703.00,76.75%
Staff 16-17,598,PC - 3,Olimpia Euphemia,Level 7,Location 4,Client Service Staff,Confirmed Staff,Hedi Elna,2016-05-31,Active,,0,0.00%,86.36%,23.81%,0.00%,0.00%,0.00%,76.47%,113.64%,100.00%,178.75%,96.74%,1920.00,1830.50,1136.00,64.00,25.50,0.00,825.50,62.06%
Staff 16-17,599,PC - 3,Marne Linn,Level 6,Location 1,Client Service Staff,Confirmed Staff,Agata Theodosia,2016-05-31,Active,,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,64.71%,100.00%,100.00%,100.00%,1920.00,1624.50,480.00,256.00,39.50,0.00,1176.50,29.55%
Staff 16-17,600,PC - 2,Jemmy Alexa,Level 8,Location 7,Client Service Staff,Confirmed Staff,Grata Rochella,2016-05-31,Active,,0,0.00%,23.53%,57.14%,29.63%,21.05%,14.29%,254.44%,36.47%,84.77%,69.44%,125.00%,1920.00,1595.50,978.00,200.00,124.50,8.00,671.00,61.30%
Staff 16-17,601,PC - 3,Anastasie Lindsay,Level 7,Location 4,Client Service Staff,Confirmed Staff,Oriana Tabby,2016-05-31,Active,,0,25.08%,104.14%,119.07%,111.76%,57.14%,162.86%,90.91%,133.33%,175.36%,76.32%,102.30%,1920.00,1647.50,1686.00,136.00,136.50,0.00,124.00,102.34%
Staff 16-17,602,PC - 5,Orelie Domeniga,Level 8,Location 7,Client Service Staff,Confirmed Staff,Rosabella Arlina,2016-05-31,Active,,0,70.59%,100.00%,100.00%,103.13%,104.76%,127.03%,92.66%,123.93%,110.26%,100.00%,104.65%,1880.00,1662.00,1719.50,164.00,54.00,0.00,40.00,103.46%
Staff 16-17,603,PC - 1,Anthia Emalia,Level 8,Location 3,Client Service Staff,Confirmed Staff,Margo Opaline,2016-05-31,Active,,0,0.00%,0.00%,95.24%,100.00%,75.00%,120.00%,95.24%,111.76%,42.11%,89.47%,8.82%,1880.00,1739.50,1176.00,112.00,28.50,0.00,563.50,67.61%
Staff 16-17,604,PC - 1,Tova Collette,Level 8,Location 3,Client Service Staff,Confirmed Staff,Gisella Nickie,2016-05-31,Active,,0,0.00%,0.00%,145.45%,47.62%,137.50%,100.00%,42.11%,70.59%,0.00%,0.00%,71.43%,1880.00,1632.00,944.00,160.00,88.00,0.00,712.00,57.84%
Staff 16-17,605,PC - 1,Darci Arabelle,Level 7,Location 3,Client Service Staff,Confirmed Staff,Isahella Gwendolin,2016-05-31,Active,,0,0.00%,19.05%,80.95%,75.00%,122.22%,95.24%,43.75%,79.41%,64.71%,42.11%,135.71%,1880.00,1645.00,1168.00,192.00,43.00,0.00,537.00,71.00%
Staff 16-17,606,PC - 1,Jessalyn Kariotta,Level 7,Location 3,Client Service Staff,Confirmed Staff,Em Cacilie,2016-05-31,Active,,0,0.00%,0.00%,80.95%,50.00%,120.00%,100.00%,44.44%,118.75%,55.00%,0.00%,171.43%,1880.00,1665.00,1152.00,168.00,47.00,0.00,521.00,69.19%
Staff 16-17,607,PC - 2,Kaylyn Carlene,Level 8,Location 7,Client Service Staff,Confirmed Staff,Laetitia Yoshi,2016-05-31,Active,,0,0.00%,92.12%,25.00%,135.71%,110.81%,95.00%,93.33%,113.33%,100.31%,98.28%,100.00%,1880.00,1532.50,1358.00,276.00,71.50,0.00,260.50,88.61%
Staff 16-17,608,PC - 2,Tiffie Mariann,Level 7,Location 7,Client Service Staff,Confirmed Staff,Dorotea Inger,2016-05-31,Active,,0,0.00%,109.76%,100.00%,72.50%,120.00%,70.00%,80.00%,282.35%,119.05%,100.00%,54.55%,1880.00,1718.00,1748.00,104.00,58.00,0.00,197.00,101.75%
Staff 16-17,609,PC - 2,Dorri Harmonie,Level 6,Location 7,Client Service Staff,Confirmed Staff,Dorotea Inger,2016-05-31,Active,,0,0.00%,0.00%,0.00%,152.38%,36.36%,100.00%,61.90%,4.55%,166.47%,100.00%,97.73%,1880.00,1737.00,1142.40,96.00,47.00,396.00,305.00,65.77%
Staff 16-17,610,PC - 1,Adda Rachel,Level 7,Location 3,Client Service Staff,Confirmed Staff,Ilsa Marigold,2016-05-31,Active,,0,6.93%,0.00%,142.11%,75.00%,98.13%,119.05%,50.00%,25.00%,11.36%,65.00%,108.70%,1880.00,1699.50,1121.00,112.00,68.50,0.00,607.50,65.96%
Staff 16-17,611,PC - 3,Yevette Analiese,Level 7,Location 4,Client Service Staff,Confirmed Staff,Hedi Elna,2016-05-31,Active,,0,0.00%,61.74%,125.00%,47.16%,52.94%,0.00%,23.53%,64.29%,76.79%,93.75%,0.00%,1840.00,1579.50,819.00,240.00,20.50,0.00,840.50,51.85%
Staff 16-17,612,PC - 1,Ina Katherina,Level 8,Location 3,Client Service Staff,Confirmed Staff,Ilsa Marigold,2016-05-31,Active,,0,0.00%,95.24%,144.38%,88.82%,114.29%,94.74%,94.74%,111.76%,90.48%,111.11%,100.00%,1800.00,1584.00,1638.00,160.00,56.00,0.00,32.00,103.41%
Staff 16-17,613,PC - 5,Casandra Goldie,Level 8,Location 7,Client Service Staff,Serving Notice Period,Orsa Margeaux,2016-05-31,Resigned,2016-08-31,0,0.00%,75.00%,83.55%,0.00%,0,0,0,0,0,0,0,416.00,368.00,235.00,48.00,0.00,0.00,191.00,63.86%
Staff 16-17,614,PC - 1,Bliss Darcy,Level 8,Location 3,Client Service Staff,Confirmed Staff,Cherry Fancie,2016-05-31,Active,,0,0.00%,6.35%,136.49%,100.00%,106.67%,100.00%,89.77%,119.58%,90.00%,100.00%,100.00%,1800.00,1519.50,1409.50,192.00,88.50,0.00,136.00,92.76%
Staff 16-17,615,PC - 3,Dorolisa Tedda,Level 8,Location 4,Client Service Staff,Confirmed Staff,Genvieve Celeste,2016-05-31,Active,,0,0.00%,0.00%,0.00%,228.57%,0.00%,0.00%,207.58%,-10.00%,106.82%,52.50%,65.22%,1760.00,1591.00,1120.00,80.00,89.00,0.00,759.00,70.40%
Staff 16-17,616,PC - 3,Ester Ardisj,Level 7,Location 1,Client Service Staff,Confirmed Staff,Cortney Wanids,2016-05-31,Active,,0,0.00%,17.23%,113.33%,100.00%,100.00%,157.14%,83.33%,118.52%,100.00%,37.09%,0.00%,1760.00,1495.50,1227.00,168.00,96.50,0.00,380.50,82.05%
Staff 16-17,617,PC - 3,Emylee Danna,Level 7,Location 2,Client Service Staff,Confirmed Staff,Cristina Maren,2016-05-31,Active,,0,0.00%,0.00%,109.23%,-5.56%,0.00%,41.67%,0.00%,0.00%,127.27%,0.00%,127.27%,1760.00,1550.50,638.00,128.00,81.50,0.00,954.50,41.15%
Staff 16-17,618,PC - 1,Maria Aubrey,Level 6,Location 3,Client Service Staff,Confirmed Staff,Em Cacilie,2016-05-31,Active,,0,0.00%,0.00%,152.38%,56.52%,91.18%,95.00%,92.59%,85.94%,99.43%,100.00%,75.00%,1760.00,1557.50,1297.00,172.00,30.50,64.00,271.50,83.27%
Staff 16-17,619,PC - 1,Meryl Kata,Level 8,Location 3,Client Service Staff,Confirmed Staff,Cherry Fancie,2016-05-31,Active,,0,0.00%,0.00%,200.00%,105.26%,112.50%,107.50%,95.68%,112.50%,85.11%,105.26%,100.00%,1760.00,1503.00,1528.00,184.00,73.00,0.00,62.00,101.66%
Staff 16-17,620,PC - 3,Marthena Mallorie,Level 7,Location 1,Client Service Staff,Confirmed Staff,Rosalynd Catina,2016-06-30,Active,,0,0,20.60%,38.89%,178.29%,84.42%,62.20%,65.00%,111.76%,134.23%,135.29%,90.67%,1720.00,1484.50,1400.00,160.00,75.50,0.00,411.50,94.31%
Staff 16-17,621,PC - 3,Louise Allis,Level 7,Location 1,Client Service Staff,Confirmed Staff,Benedikta Kirbee,2016-06-30,Active,,0,0,32.26%,64.78%,150.86%,98.55%,0.00%,195.82%,121.43%,77.27%,15.00%,181.32%,1720.00,1526.00,1474.00,112.00,82.00,0.00,197.50,96.59%
Staff 16-17,622,PC - 3,Aurilia Ardra,Level 7,Location 1,Client Service Staff,Confirmed Staff,Xylina Beatriz,2016-06-30,Active,,0,0,0.00%,46.55%,159.09%,105.36%,54.17%,91.25%,129.37%,103.57%,120.00%,123.51%,1720.00,1508.50,1469.50,144.00,67.50,0.00,247.50,97.41%
Staff 16-17,623,PC - 3,Nelia Eartha,Level 7,Location 1,Client Service Staff,Confirmed Staff,Zaneta Arlette,2016-06-30,Active,,0,0,0.00%,11.11%,201.76%,131.82%,102.82%,95.00%,143.38%,100.00%,100.00%,100.00%,1720.00,1529.50,1581.00,128.00,62.50,0.00,128.50,103.37%
Staff 16-17,624,PC - 3,Roanna Maribel,Level 7,Location 1,Client Service Staff,Confirmed Staff,Cortney Wanids,2016-06-30,Active,,0,0,0.00%,0.00%,0.00%,28.41%,118.75%,146.43%,147.06%,152.38%,125.00%,34.09%,1720.00,1499.50,1172.00,160.00,60.50,0.00,667.50,78.16%
Staff 16-17,625,PC - 5,Anselma Kellen,Level 7,Location 1,Client Service Staff,Confirmed Staff,Guenevere Florida,2016-06-30,Active,,0,0,50.00%,100.00%,100.00%,104.55%,101.33%,93.75%,-29.41%,213.64%,100.00%,101.10%,1720.00,1572.00,1536.00,112.00,36.00,0.00,136.00,97.71%
Staff 16-17,626,PC - 6,Irita Allsun,Level 8,Location 1,Client Service Staff,Confirmed Staff,Gert Editha,2016-06-30,Active,,0,0,16.08%,100.00%,100.00%,100.00%,95.24%,90.00%,125.00%,70.11%,110.00%,100.00%,1720.00,1529.50,1410.00,136.00,54.50,0.00,129.50,92.19%
Staff 16-17,627,PC - 3,Grete Devonne,Level 7,Location 4,Client Service Staff,Confirmed Staff,Genvieve Celeste,2016-06-30,Active,,0,0,0.00%,0.00%,228.57%,40.00%,150.00%,81.82%,183.03%,101.82%,113.89%,100.00%,1720.00,1416.00,1480.00,200.00,104.00,0.00,343.50,104.52%
Staff 16-17,628,PC - 3,Hazel Carolina,Level 7,Location 2,Client Service Staff,Confirmed Staff,Cristina Maren,2016-06-30,Active,,0,0,0.00%,13.33%,110.18%,110.53%,118.75%,93.54%,103.13%,95.45%,59.26%,26.86%,1720.00,1464.50,1099.00,144.00,111.50,0.00,478.00,75.04%
Staff 16-17,629,PC - 3,Erena Malanie,Level 7,Location 5,Client Service Staff,Confirmed Staff,Deloris Gabriella,2016-06-30,Active,,0,0,0.00%,0.00%,18.82%,38.89%,76.56%,95.24%,121.09%,57.49%,18.13%,65.22%,1720.00,1507.50,746.00,128.00,84.50,0.00,864.50,49.49%
Staff 16-17,630,PC - 2,Cosetta Daloris,Level 8,Location 7,Client Service Staff,Serving Notice Period,Aimil Latisha,2016-06-30,Active,,0,0,0.00%,0.00%,65.84%,20.67%,26.32%,212.50%,135.29%,100.00%,161.81%,110.53%,1720.00,1372.00,1108.00,228.00,120.00,0.00,546.00,80.76%
Staff 16-17,631,PC - 2,Ailyn Marie-Ann,Level 8,Location 7,Client Service Staff,Serving Notice Period,Aimil Latisha,2016-06-30,Active,,0,0,0.00%,27.78%,62.99%,0.00%,221.05%,50.00%,182.35%,104.76%,157.89%,180.00%,1720.00,1447.00,1488.00,168.00,105.00,0.00,466.50,102.83%
Staff 16-17,632,PC - 2,Maud Walliw,Level 8,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,2016-06-30,Active,,0,0,0.00%,0.00%,72.07%,0.00%,13.82%,40.00%,225.78%,107.74%,153.47%,117.33%,1720.00,1416.00,1032.00,188.00,116.00,0.00,762.00,72.88%
Staff 16-17,633,PC - 2,Zsa Zsa Flo,Level 8,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,2016-06-30,Active,,0,0,0.00%,70.00%,89.47%,116.67%,92.11%,89.47%,118.75%,70.89%,100.00%,90.36%,1720.00,1450.00,1242.00,168.00,102.00,0.00,258.00,85.66%
Staff 16-17,634,PC - 2,Aliza Renee,Level 8,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,2016-06-30,Active,,0,0,0.00%,3.90%,88.89%,37.50%,0.00%,0.00%,223.53%,104.76%,26.32%,162.25%,1720.00,1406.85,954.00,208.00,105.15,8.00,676.85,67.81%
Staff 16-17,635,PC - 2,Hendrika Nettle,Level 7,Location 7,Client Service Staff,Confirmed Staff,Sile Lorrie,2016-06-30,Active,,0,0,46.15%,100.00%,111.76%,104.55%,95.00%,90.00%,117.65%,100.00%,100.00%,100.00%,1720.00,1524.00,1492.00,112.00,84.00,0.00,78.00,97.90%
Staff 16-17,636,PC - 6,Susi Zarla,Level 8,Location 7,Client Service Staff,Confirmed Staff,Cassandra Katerina,2016-06-30,Active,,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,131.88%,107.62%,62.50%,0.00%,71.43%,1720.00,1492.50,551.00,172.00,55.50,0.00,1061.00,36.92%
Staff 16-17,637,PC - 6,Rhetta Beverlie,Level 8,Location 7,Client Service Staff,Confirmed Staff,Leta Evangeline,2016-06-30,Active,,0,0,0.00%,0.00%,0.00%,59.15%,17.50%,85.27%,73.33%,45.57%,38.19%,100.00%,1720.00,1500.50,644.00,164.00,55.50,0.00,904.50,42.92%
Staff 16-17,638,PC - 2,Joellen Brigida,Level 8,Location 7,Client Service Staff,Confirmed Staff,Dora Jobi,2016-06-30,Active,,0,0,0.00%,0.00%,0.00%,19.38%,6.88%,50.00%,111.76%,100.00%,86.11%,100.00%,1720.00,1468.50,726.00,140.00,111.50,0.00,786.50,49.44%
Staff 16-17,639,PC - 2,Kinna Dotty,Level 8,Location 7,Client Service Staff,Serving Notice Period,Tallulah Kassia,2016-06-30,Resigned,2016-11-30,0,0,0.00%,0.00%,165.93%,110.53%,47.37%,0.00%,0,0,0,0,864.00,704.50,464.00,64.00,95.50,0.00,377.50,65.86%
Staff 16-17,640,PC - 2,Amitie Judith,Level 8,Location 7,Client Service Staff,Confirmed Staff,Tallulah Kassia,2016-06-30,Active,,0,0,0.00%,0.00%,119.12%,5.00%,0.00%,90.00%,70.59%,120.00%,110.53%,101.33%,1720.00,1454.00,922.00,148.00,118.00,0.00,687.50,63.41%
Staff 16-17,641,PC - 1,Prisca Bobinette,Level 8,Location 3,Client Service Staff,Awaiting Termination,Blondy Tatiania,2016-06-30,Active,,0,0,0.00%,125.97%,86.36%,120.00%,100.00%,100.00%,113.33%,45.00%,108.57%,100.00%,1720.00,1482.00,1352.00,152.00,86.00,0.00,162.00,91.23%
Staff 16-17,642,PC - 2,Zulema Ainslee,Level 8,Location 7,Client Service Staff,Confirmed Staff,Dannie Clotilda,2016-06-30,Active,,0,0,0.00%,0.00%,0.00%,11.54%,0.00%,77.46%,117.65%,98.31%,100.00%,100.00%,1720.00,1422.00,745.50,188.00,110.00,0.00,708.50,52.43%
Staff 16-17,643,PC - 2,Dorothy Annice,Level 8,Location 7,Client Service Staff,Confirmed Staff,Dannie Clotilda,2016-06-30,Active,,0,0,0.00%,41.83%,0.00%,67.50%,2.63%,0.00%,206.25%,145.00%,100.00%,100.00%,1720.00,1458.50,992.00,152.00,109.50,0.00,651.50,68.02%
Staff 16-17,644,PC - 2,Liza Lynna,Level 8,Location 7,Client Service Staff,Serving Notice Period,Laetitia Yoshi,2016-06-30,Resigned,2016-11-30,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,856.00,664.00,0.00,84.00,108.00,4.00,724.00,0.00%
Staff 16-17,645,PC - 2,Willa Naoma,Level 8,Location 7,Client Service Staff,Serving Notice Period,Terza Gwyn,2016-06-30,Active,,0,0,0.00%,0.00%,33.33%,25.00%,54.38%,0.63%,3.41%,152.38%,32.64%,83.00%,1720.00,1405.00,598.50,196.00,119.00,0.00,926.50,42.60%
